Keyword,Video ID,Video Title,Comment Text,Author,Published Date,Like Count
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Gamini,@Dinesh10ff,2026-06-02,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),hello,@LeoAI-Lab,2026-06-01,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),It&#39;s a matter of personal choice which one you like. But notice the fact .... Gemini added more element and logical factors to it. Like background mountain+ curves in sand and smoke on the ice and actual melting dianamic appearance on ice. Exactly the way you asked. It&#39;s not about Gemini vs chatgpt. It&#39;s about the way you write prompt,@MN_Hussain,2026-05-31,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),But gemini make sense,@istwaplus,2026-05-30,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Gemini wins because you say melting,@Joan20-l5n,2026-05-30,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Nah Gemini better tho 😂 the sand suck the water down very realistic chatgpt sand look water proof 😂,@sungjinwooedit8923,2026-05-30,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),😊ChatGPT❤❤❤,@MuazzamMahammadova-f3v,2026-05-29,1
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),"Everything about Gemini was better.I’ll give ChatGpt props on it actually being a cube.., but that’s it.",@michaelc4943,2026-05-29,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Team gemini 👇,@RaiyanAhmed-67,2026-05-29,1
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Yeah bro has one brain cell,@NATHAL31235,2026-05-28,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),❤❤❤,@SatramBhai-f6g,2026-05-28,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Ai is bad,@enderguy3000,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),The accuracy on both is wild. That&#39;s why I’m looking at Quad AI right now—their whole curriculum skips the outdated filler and embeds practical AI tool usage from day one.,@mylifeasnavya,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),It&#39;s wrong ilike gemini❤❤,@ashaar6239,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),…my……..Gemini………….,@hochichihg,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Gemini,@sharmamanoj1800,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Gemini gemini gemini🎉🎊🎉🎊🎉🎊🎈🎂🎀🎁,@felmarieacosta7290,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Creat an image of melting  ice cube on sandy desert,@oficialnadeem,2026-05-27,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Can i edit photo or something if i buy a plan ?,@mememassar2342,2026-05-26,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),and I will send it and then it and if I will be there in,@BrayanBlasco-e4x,2026-05-26,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Bro you can send hundreds of thousands images to Gemini and Gemini without premium is better,@ashraqt-M7h,2026-05-26,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Bro best is chatgpt,@Vibexreels-T2,2026-05-25,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Bro Geminis look more realistic,@Sistersandbrothers-b4e,2026-05-25,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Shut up,@ريترو_صدوقي,2026-05-25,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),"I also think ChatGPT is better, but only because the smoke in the Gemini image makes no sense.",@Slytzel,2026-05-25,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),I&#39;m Gemini,@MuhammadAlFatih-q1g6t,2026-05-25,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),"I am the best, and anyone who says otherwise...",@chatGPT-Plus-j7p,2026-05-24,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Bro Gemini&#39;s ice is melting and also how that bad ChatGPT win,@ARPITADUTTA-t7s,2026-05-24,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Gemini reat 10-100,@wukong_s2d-i9c,2026-05-24,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),ChatGPT does work. Using it to generate old photos and so on is very real.,@DeadPacket-z1e,2026-05-24,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),This bugger is just Rage Baiting us all for fomments just like this!,@FlynRyder777,2026-05-24,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Flux 2 pro still win the best ai,@10Faktamenariksetiaphari,2026-05-23,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Chat GPT mein jo banaya Hai usmein barf to pighal nahin rahi😅😂 hai tabiyat Pani kaise a raha hai,@pritimuoryavillage123,2026-05-23,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),GPT you is the best,@RajaMobarak,2026-05-22,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Gemini,@นันธนาทองสาย,2026-05-22,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),But gemini was so awesome... because you said melting...not water under it,@SARASWATHYPS-b3g,2026-05-21,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),😡,@ArefaKhatun-ch3gv,2026-05-21,0
ChatGPT,Xm7ySx8VJXo,ChatGPT vs Gemini – AI Image Generation Test (Mind-Blowing Results!),Create am image of melting ice cube on sandy desert,@supercraft-Ii7,2026-05-21,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ശെരിക്കും interest ആയിട്ടുള്ള ഒരു ആപ്പ് ആണ് സൂപ്പർ,@aswathyrajcn2216,2026-05-31,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ഇത് ഉപയോഗിക്കുന്നത് പ്രശ്നം ഉണ്ടോ..,@Anoopkumar-du8ci,2026-05-29,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Sir ഡെയിലി ലിമിറ്റ് ഇല്ലാതെ ഫ്രീ ആയി ലഭിക്കാൻ വഴി ഉണ്ടോ,@binishnambiyoli1604,2026-05-26,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,❤❤usefull enik ariyillayrunnu ennu pidichu 🎉🎉,@Kichu-v5p,2026-05-25,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,വീടിന്റെ പ്ലാൻ വരയ്ക്കാൻ പറ്റുമെന്ന് ഒരു കമന്റ്‌ കണ്ടു ശെരിയാണോ,@binojkb3919,2026-05-12,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Useful❤️❤️❤️❤️👍,@FarseenRoshan,2026-05-09,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ഭാഷ മാറുന്നില്ല,@lightingnight4481,2026-04-30,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,The speed of this is what catches most people off guard. Good framing of the stakes.,@beyond-the-model,2026-04-16,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ചേട്ടാ വീടിന്റെ ഗാർഡൻ സെറ്റ് ചെയ്യണം എങ്കിൽ എങ്ങനെ use ചെയ്യണം,@sreelal7726,2026-03-27,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,🌹🌹🌹,@deepaarts6657,2026-03-16,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,👍👍,@Murali75Ani-so4tp,2026-02-27,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,🤍🙏🔥,@sonuevl-hc5hu,2026-02-27,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,നല്ല അവതരണം 😍👍,@HakeemMaipady-l4p,2026-02-11,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,❤️❤️❤️,@aswathy.saswathy9437,2026-02-07,2
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Thankyou😊,@arjunkannur8691,2026-01-21,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,റോബോർട്ട് ആണോ,@KeralaGameQuest,2026-01-20,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Very useful 🙏🙏🙏,@AiswaryaSivadas-h7x,2026-01-07,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,❤️❤️,@AnithaBinu-r7n,2025-12-30,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ചേട്ടാ ഇത് പലതും മാറ്റി മറിച്ചും ആണ് പറയുന്നത് നമ്മൾ മെഡിക്കൽ സംബന്ധമായുള്ള ഓരോ വിഷയങ്ങൾ ചോദിക്കുമ്പോൾ എന്ന് പറഞ്ഞതല്ല നാളെ പറയുന്നത്. അതുപോലെ പല ഫുഡ് കളുടെയും. അളവിന്റെ സോഡിയം പൊട്ടാസ്യം ലെവൽ അങ്ങനെ പല കാര്യങ്ങളും അങ്ങനെ പലപല കാര്യങ്ങളും ഇത് മാറ്റി മറച്ചു ആണ് പറയുന്നത് എന്ന് പറയുന്നതല്ല കുറച്ചു കഴിഞ്ഞ് ചോദിക്കുമ്പോൾ പറയുന്നത് ഒരുപാട് വ്യത്യാസമുണ്ട്,@rajeevpandalam4131,2025-12-25,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ചാറ്റ് ജി പിടിയും ജെമിനിയും തമ്മിൽ എന്താണ് വ്യത്യാസം ?,@arrahmanimaithra4402,2025-12-23,2
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Nice,@rajeshkumarkalarickalvasu7255,2025-12-20,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Gd info.... Tnk u sir,@rajeshpnr4656,2025-12-07,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ലാൻഗേജ് മലയാളം സെലക്ട്‌ ചെയ്തിട്ടും അതു തിരിച്ചു ഇംഗ്ലീഷ് തന്നെ അപ്പോൾ തന്നെ മാറുന്നു.,@sajeevp9510,2025-11-22,5
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Any charge?,@sajeevp9510,2025-11-22,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,അടിപൊളി,@SobhanaRooth,2025-11-06,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ഇപ്പോൾ chatgpt standard version illaaa..😢😢😢😢i liked it very much advanced version maatre ullu....😢😢😢,@sinikrishnan1483,2025-10-27,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,നമ്മുടെ personal വിവരങ്ങൾ കൊടുത്താൽ അത് safe ആണോ,@ajithanand2635,2025-10-19,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,❤,@KoyasKoya-x1d,2025-10-16,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Thks,@razaku2433,2025-10-16,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,good🙏❤️❤️,@Anitha-z9k6m,2025-10-15,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Super,@chithrakumari3166,2025-10-13,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Chat GPT Paid ano?,@RameshKumar-zu7so,2025-10-13,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,🎉🎉🎉🎉,@MoiduKakkattil,2025-10-12,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Sir ath upayikunnath kond preshngal onullalo,@SandhraS-j8i,2025-10-11,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ജമനിയെകാൾ നല്ലതാണോ,@jeevan985,2025-10-11,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,👍,@mathukrishnan1148,2025-10-11,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,👍🌹,@hamzamk7112,2025-10-11,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,👍🏻👍🏻👍🏻,@Chayayumcuttanum,2025-10-11,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Instal ചെയ്താൽ പൈസ പോകും.  It is in app purchase. എല്ലാ മാസവും അക്കൗണ്ട് ൽ നിന്നും പൈസ പോയ്കൊണ്ടേ ഇരിക്കും. ഇതൊന്നും you tubers parayilla,@vijayan-ac,2025-10-11,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Nalla nalla ariv pagarnedukan sadichu tharunnadhinn thangs sair,@lathiflathi1268,2025-10-11,2
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,ഞാൻ ചെറിയ രീതിയിൽ ഈ ആപ്പ് ഉപയോഗിക്കുന്നുണ്ട് അതിന്റെ വിശദമായ ഒരു വീഡിയോ പ്രതീക്ഷിക്കുന്നു,@pradeepnk1778,2025-10-11,4
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,സൂപ്പർ    ബ്രോ    നല്ല   ഒരു   അറിവ്   ആയിരുന്നു    ഈ   വീഡിയോ,@haneefakk4771,2025-10-10,2
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,"സർ,Zoho പുറത്തിറക്കിയ ഓരോ ഡിജിറ്റൽ പ്ലാറ്റ്ഫോം /Apps ഇവയെക്കുറിച്ച് (ഉപയോഗം,പ്രവർത്തനം, സെറ്റിംഗ്സ്, മറ്റ് A to Z കാര്യങ്ങൾ) പ്രത്യേകം പ്രത്യേകം വിശദമായ [ഓരോന്നിനും] Tuitorial Classകൾ അങ്ങയുടെ ചാനലിലൂടെ വീഡിയോകളായി അവതരിപ്പിച്ച് ഞങ്ങളെയൊന്ന് സഹായിച്ചാലും..ഈ പറഞ്ഞ വീഡിയോകൾക്കായി പ്രതീക്ഷയോടെ കാത്തിരിക്കുന്നു...",@NAFT9345,2025-10-10,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Tnk..u...🙏🙏👍👍😊😊😊,@geethak9485,2025-10-10,2
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,👍👍👍👍👍🎉🎉🎉🙏🙏🙏🙏,@yamunadevakigangadharan8166,2025-10-10,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,😊 useful vedio sir,@nirmala.saryad5186,2025-10-10,4
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,❤,@shanavastk8901,2025-10-10,1
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,What deferent chat gpt and gemini,@Soofipandichannel,2025-10-10,0
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,Thank you. Very useful,@akhiltdas8211,2025-10-10,2
ChatGPT,l4zRU5n-PNo,എന്താണീ Chat GPT? അത് എങ്ങിനെ ഉപയോഗിക്കാം?!,I built Many maths apps with the the help of chatgpt Thank you,@kamalakshiammaap,2025-10-10,5
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,"🥺💖 Friends, నేను తెలిసిన ప్రతి Useful విషయం మీకు Easy గా అర్థమయ్యేలా చెప్పడానికి ప్రయత్నిస్తున్నాను 😊🔥నా Videos మీకు కొంచెమైనా ఉపయోగపడితే 🙏ఒక 👍 LIKE &amp; 💬 COMMENT ద్వారా నన్ను Support చేయండి ❤మీ ఒక్క Support 🌟 నాకు చాలా Happiness &amp; Motivation ఇస్తుంది 🚀🥰",@TeluguMultimediaTutorials,2026-05-09,43
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,❤,@jakkulasoni,2026-06-05,0
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Thank u sir,@srujana_inspires,2026-06-03,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,"Thanks bro, what an explanation",@narsimhulubalu538,2026-06-03,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Thank you for the information.,@MosheDayan-o9m,2026-06-02,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,very well explained. thank you very much,@pakanatisravankumar7518,2026-06-02,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Naku system ledhu mobile lo possible avudha andi,@rajeswariballa5498,2026-06-02,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Good,@arunhere6716,2026-06-01,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,"Surely Sir please support to learn us Sir, thank you so much",@smohanprasad8,2026-05-31,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,wonderful  i nforaton    🙏🙏🙏🙏🙏🙏,@jymkish,2026-05-31,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,"Hello brother, some time photo edit lo face change ithudu enduku ala..",@salkamganesh4755,2026-05-29,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Super,@bonusantosh9053,2026-05-28,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Good 👍😊🎉🤝👌👌sir..,@chalapathin3249,2026-05-27,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,అన్నా chatgpt app ద్వారానూ same process గానే వాడుకోవచ్చునా తెలియజేయండి అని మిమ్మల్ని కోరుకుంటున్నాను. ఎందుకంటే నేను తొలిసారిగా ఈ app వాడుతున్నాను.,@krishnamurthythondebavi9525,2026-05-27,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Thanku bro,@sankarraoravada8428,2026-05-26,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Anna చార్జింగ్ పెట్టి కూడా సబ్స్క్రిప్షన్ తీసుకుంటేనే కంటెంట్ ఇస్తుంది కదా,@MTriveni-vr8lr,2026-05-26,0
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Brother money yentha avuthundi,@ParaashaktiVaastu,2026-05-25,0
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,super 🎉,@rameshkoyyagura355,2026-05-25,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,"Great tips, thanks for sharing!",@RichardBrown-m2t,2026-05-24,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Good,@venkatvenkat1843,2026-05-24,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Thankau Anna  nenu engilslo matrame anukuna. Telugu undi,@Umabogula,2026-05-24,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Nice,@dhanasweety4020,2026-05-24,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,Good explanation,@sridharmaddamsetty4619,2026-05-24,1
ChatGPT,43_XzBOd204,ChatGPT AI Full Course Telugu 🔥 Earn Money with AI Tools | Zero to Hero Complete Guide 2026,తెలుగు వీడియో లు చేయడానికి money లేకుండా free AI app కావాలి mim 15min 30 min unde app కావాలి,@devunikopsm-i5l6g,2026-05-24,1
